person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,38117,MORTGAGE,0,PERSONAL,B,13500,11.83,0,0.35,N,4
25,24000,RENT,2,VENTURE,A,4000,7.75,0,0.17,N,3
23,38160,MORTGAGE,5,MEDICAL,B,12000,10.38,0,0.31,N,4
24,24996,RENT,0,PERSONAL,B,4000,9.45,0,0.16,N,3
22,25000,RENT,2,VENTURE,B,4000,12.69,0,0.16,N,3
23,25000,RENT,,VENTURE,B,4000,11.71,0,0.16,N,4
22,25000,RENT,0,DEBTCONSOLIDATION,B,4000,10.36,0,0.16,N,2
21,25200,RENT,1,PERSONAL,A,4000,8.49,0,0.16,N,4
22,32213,MORTGAGE,3,MEDICAL,C,8000,13.47,1,0.25,Y,4
22,25200,RENT,1,MEDICAL,B,4000,,0,0.16,N,2
25,25200,RENT,,EDUCATION,B,4000,10.25,0,0.16,N,2
26,38244,MORTGAGE,6,DEBTCONSOLIDATION,A,18000,9.63,0,0.47,N,3
22,25440,RENT,6,EDUCATION,A,4000,5.42,0,0.16,N,4
24,38268,MORTGAGE,,PERSONAL,B,6000,9.88,0,0.16,N,4
23,26000,RENT,1,EDUCATION,B,4000,,0,0.15,N,4
23,26000,RENT,0,PERSONAL,A,4000,6.76,0,0.15,N,3
23,26000,RENT,1,PERSONAL,C,4000,12.87,1,0.15,Y,3
26,38376,MORTGAGE,3,EDUCATION,A,14500,7.88,0,0.38,N,3
26,26400,RENT,0,EDUCATION,A,4000,7.9,0,0.15,N,2
24,26400,RENT,3,DEBTCONSOLIDATION,B,4000,,1,0.15,N,3
23,26400,RENT,8,EDUCATION,C,4000,14.17,1,0.15,N,2
24,26400,RENT,4,MEDICAL,C,4000,13.72,0,0.15,N,2
22,27000,RENT,0,PERSONAL,A,4000,5.79,0,0.15,N,2
24,27000,RENT,8,MEDICAL,B,4000,10.75,0,0.15,N,4
23,38400,MORTGAGE,6,EDUCATION,A,8000,6.62,0,0.21,N,4
22,27000,RENT,6,EDUCATION,A,4000,7.14,0,0.15,N,2
21,27000,RENT,5,MEDICAL,D,4000,15.58,1,0.15,Y,2
23,27040,RENT,2,VENTURE,C,4000,12.29,0,0.15,Y,4
22,27600,RENT,3,MEDICAL,A,4000,5.42,0,0.14,N,4
25,38400,OWN,9,EDUCATION,A,1000,6.62,0,0.03,N,2
25,27993,RENT,2,MEDICAL,C,4000,12.99,0,0.14,N,2
23,28000,RENT,0,EDUCATION,A,4000,8.9,0,0.14,N,4
21,28000,RENT,2,EDUCATION,C,4000,15.23,0,0.14,N,2
25,28000,RENT,6,VENTURE,A,4000,6.39,0,0.14,N,3
24,28000,RENT,8,MEDICAL,A,4000,,0,0.14,N,2
23,38400,MORTGAGE,7,VENTURE,A,2000,,0,0.05,N,2
25,28008,RENT,5,MEDICAL,B,4000,10,0,0.14,N,2
24,28704,RENT,3,DEBTCONSOLIDATION,B,4000,9.63,0,0.14,N,3
22,38400,OWN,5,EDUCATION,C,10000,13.99,0,0.26,N,2
23,28800,RENT,0,EDUCATION,A,4000,5.42,0,0.14,N,2
22,28800,RENT,2,DEBTCONSOLIDATION,C,4000,13.48,0,0.14,N,2
26,38400,OWN,2,EDUCATION,B,5550,9.99,0,0.14,N,2
24,29000,RENT,0,VENTURE,B,4000,9.45,0,0.14,N,3
24,38400,MORTGAGE,7,MEDICAL,C,15000,15.23,0,0.39,N,2
22,38400,MORTGAGE,,EDUCATION,B,5000,11.49,0,0.13,N,2
26,38400,OWN,1,PERSONAL,B,15500,11.99,0,0.4,N,3
21,38400,MORTGAGE,0,EDUCATION,A,4200,,0,0.11,N,2
23,29700,RENT,2,VENTURE,B,4000,10.74,0,0.13,N,4
22,30000,RENT,3,EDUCATION,A,4000,7.9,0,0.13,N,3
24,30000,RENT,2,VENTURE,A,4000,5.99,0,0.13,N,2
24,30000,RENT,1,VENTURE,A,4000,7.49,0,0.13,N,4
24,38400,MORTGAGE,8,HOMEIMPROVEMENT,B,10000,10.99,0,0.26,N,2
25,30000,RENT,6,EDUCATION,D,4000,16.49,0,0.13,Y,3
25,38400,OWN,4,VENTURE,C,12500,13.06,0,0.33,Y,2
25,30000,RENT,4,EDUCATION,C,4000,13.49,0,0.13,Y,4
22,30000,RENT,3,PERSONAL,B,4000,11.49,0,0.13,N,3
22,38400,MORTGAGE,4,DEBTCONSOLIDATION,A,10000,5.42,0,0.26,N,2
23,38400,OWN,5,EDUCATION,B,7675,10,0,0.2,N,4
22,30000,RENT,1,EDUCATION,C,4000,,0,0.13,N,3
25,38400,MORTGAGE,2,DEBTCONSOLIDATION,A,10000,7.29,0,0.26,N,2
23,38400,MORTGAGE,7,VENTURE,B,5000,10.37,0,0.13,N,4
23,30000,RENT,0,DEBTCONSOLIDATION,B,4000,10.36,0,0.13,N,3
23,30000,RENT,0,MEDICAL,B,4000,10.36,0,0.13,N,4
23,38400,MORTGAGE,0,PERSONAL,B,5000,9.25,0,0.13,N,3
26,30000,RENT,4,VENTURE,B,4000,10.75,0,0.13,N,3
22,30000,RENT,0,VENTURE,D,4000,15.21,1,0.13,N,2
22,38400,MORTGAGE,,PERSONAL,A,1000,5.79,0,0.03,N,2
25,38400,MORTGAGE,5,MEDICAL,A,5700,6.17,0,0.15,N,2
26,32400,MORTGAGE,10,MEDICAL,D,10000,,1,0.31,Y,4
22,30000,RENT,1,PERSONAL,C,4000,,0,0.13,N,4
26,38400,MORTGAGE,5,DEBTCONSOLIDATION,A,6000,7.51,0,0.16,N,3
26,30000,RENT,1,PERSONAL,B,4000,11.83,1,0.13,N,4
25,30000,RENT,6,EDUCATION,B,4000,9.76,0,0.13,N,3
24,30000,RENT,1,EDUCATION,C,4000,11.34,0,0.13,N,3
25,30900,RENT,1,VENTURE,D,4000,12.61,1,0.13,N,3
24,38400,MORTGAGE,7,EDUCATION,C,10000,14.72,0,0.26,N,2
26,31104,RENT,1,DEBTCONSOLIDATION,B,4000,9.99,0,0.13,N,3
24,31200,RENT,3,DEBTCONSOLIDATION,B,4000,12.42,0,0.13,N,4
25,38400,MORTGAGE,9,VENTURE,B,12000,10.38,0,0.31,N,3
22,38400,OWN,6,PERSONAL,C,10000,14.72,0,0.26,N,3
22,38400,MORTGAGE,6,PERSONAL,A,8500,7.14,0,0.22,N,3
23,31200,RENT,2,DEBTCONSOLIDATION,A,4000,8.59,0,0.13,N,3
24,31609,RENT,4,MEDICAL,C,4000,13.92,0,0.13,Y,4
26,38400,MORTGAGE,,EDUCATION,C,10000,13.98,0,0.26,N,4
21,32400,MORTGAGE,3,PERSONAL,C,1750,13.61,1,0.05,Y,4
22,32000,RENT,0,VENTURE,A,4000,5.42,0,0.13,N,4
23,38400,MORTGAGE,5,EDUCATION,A,10000,7.14,0,0.26,N,3
25,32000,RENT,1,MEDICAL,B,4000,11.49,0,0.13,N,4
24,32000,RENT,2,HOMEIMPROVEMENT,E,4000,17.93,1,0.13,N,3
23,32000,RENT,0,PERSONAL,A,4000,7.68,0,0.13,N,4
26,32400,RENT,9,MEDICAL,C,4000,14.27,0,0.12,N,2
25,32400,RENT,6,MEDICAL,B,4000,10.08,0,0.12,N,2
24,32500,RENT,5,MEDICAL,D,4000,16.29,0,0.12,Y,3
23,32535,RENT,6,PERSONAL,B,4000,,0,0.12,N,2
24,38400,OTHER,0,VENTURE,E,8000,16,0,0.21,Y,2
23,38400,OWN,7,PERSONAL,D,6000,13.24,0,0.16,Y,3
25,32640,RENT,4,DEBTCONSOLIDATION,C,4000,12.73,0,0.12,Y,4
21,38400,OWN,0,VENTURE,C,12200,,0,0.32,N,2
23,32993,RENT,6,MEDICAL,B,4000,11.71,1,0.12,N,4
22,38423,MORTGAGE,6,EDUCATION,A,2000,8.49,0,0.05,N,3
24,38450,MORTGAGE,6,PERSONAL,A,5500,7.49,0,0.14,N,4
22,32484,MORTGAGE,6,HOMEIMPROVEMENT,A,6250,7.51,1,0.19,N,4
23,38492,MORTGAGE,7,MEDICAL,B,6500,,0,0.17,N,4
25,38496,MORTGAGE,7,EDUCATION,A,8000,6.03,0,0.21,N,4
26,32496,MORTGAGE,8,DEBTCONSOLIDATION,D,4200,16.02,1,0.13,N,3
22,33000,RENT,5,DEBTCONSOLIDATION,A,4000,7.88,0,0.12,N,4
23,33000,RENT,3,DEBTCONSOLIDATION,B,4000,10.96,0,0.12,N,4
26,33227,RENT,2,EDUCATION,B,4000,9.88,0,0.12,N,3
21,38500,MORTGAGE,5,PERSONAL,A,6500,7.51,0,0.17,N,3
23,34000,RENT,4,MEDICAL,B,4000,12.69,0,0.12,N,2
24,38500,MORTGAGE,5,PERSONAL,C,2500,,0,0.06,N,4
23,38500,MORTGAGE,2,DEBTCONSOLIDATION,A,3000,,0,0.08,N,2
25,34200,RENT,1,EDUCATION,B,4000,,0,0.12,N,2
23,34500,RENT,3,DEBTCONSOLIDATION,B,4000,11.49,0,0.12,N,4
22,38628,MORTGAGE,6,DEBTCONSOLIDATION,B,4800,9.99,0,0.12,N,4
22,34800,RENT,,DEBTCONSOLIDATION,B,4000,10.74,0,0.11,N,3
22,32644,MORTGAGE,6,VENTURE,E,13750,16.45,1,0.42,Y,4
20,32652,MORTGAGE,0,PERSONAL,D,6000,14.61,1,0.18,N,4
23,38667,MORTGAGE,2,MEDICAL,C,4800,11.91,0,0.12,N,4
25,35000,RENT,4,VENTURE,D,4000,16.29,0,0.11,Y,2
25,29000,RENT,1,HOMEIMPROVEMENT,D,4000,14.54,1,0.14,Y,3
21,29000,RENT,0,EDUCATION,D,4000,14.83,1,0.14,N,4
25,35000,RENT,4,EDUCATION,A,4000,7.51,0,0.11,N,3
25,38880,MORTGAGE,1,PERSONAL,A,9500,7.51,0,0.24,N,4
22,29000,RENT,5,EDUCATION,D,4000,15.33,1,0.14,Y,4
24,29000,RENT,1,MEDICAL,B,4000,9.96,1,0.14,N,3
26,38904,MORTGAGE,1,HOMEIMPROVEMENT,B,10000,12.21,0,0.26,N,2
25,35500,RENT,5,MEDICAL,B,4000,10.99,0,0.11,N,3
24,39000,MORTGAGE,8,VENTURE,A,1200,,0,0.03,N,2
26,30000,RENT,3,MEDICAL,C,4000,14.27,1,0.13,Y,2
22,36000,RENT,0,MEDICAL,A,4000,5.42,0,0.11,N,3
22,36000,RENT,6,VENTURE,B,4000,,0,0.11,N,4
22,36000,RENT,3,EDUCATION,A,4000,5.42,0,0.11,N,2
25,36000,RENT,2,PERSONAL,C,4000,13.61,0,0.11,Y,3
22,30000,RENT,1,EDUCATION,D,4000,14.96,1,0.13,Y,2
24,36000,RENT,0,DEBTCONSOLIDATION,A,4000,7.4,0,0.11,N,4
22,36000,RENT,0,PERSONAL,A,4000,8.94,0,0.11,N,4
26,36000,RENT,0,PERSONAL,B,4000,10.14,0,0.11,N,2
23,36300,RENT,0,VENTURE,A,4000,7.68,0,0.11,N,2
22,37000,RENT,2,EDUCATION,B,4000,10.95,0,0.11,N,2
21,37000,RENT,0,PERSONAL,B,4000,10.08,0,0.11,N,3
21,37200,RENT,5,MEDICAL,C,4000,13.49,0,0.11,Y,4
23,38000,RENT,3,MEDICAL,C,4000,14.26,0,0.11,N,4
22,39000,MORTGAGE,4,PERSONAL,B,3250,10.99,0,0.08,N,2
25,39000,MORTGAGE,9,HOMEIMPROVEMENT,C,3000,13.99,0,0.08,Y,3
22,38400,RENT,5,EDUCATION,B,4000,10.59,0,0.1,N,3
23,38400,RENT,7,PERSONAL,B,4000,10.59,0,0.1,N,2
22,38400,RENT,4,EDUCATION,C,4000,12.99,0,0.1,N,2
21,39000,MORTGAGE,5,EDUCATION,A,1000,7.49,0,0.03,N,3
24,38400,RENT,4,DEBTCONSOLIDATION,A,4000,7.29,0,0.1,N,3
22,32400,RENT,4,VENTURE,D,4000,,1,0.12,Y,2
25,38400,RENT,2,EDUCATION,B,4000,12.53,0,0.1,N,4
23,38850,RENT,0,EDUCATION,C,4000,12.72,0,0.1,Y,2
25,39000,RENT,4,MEDICAL,A,4000,7.88,0,0.1,N,4
24,39000,RENT,3,MEDICAL,D,4000,14.61,0,0.1,Y,4
24,39000,MORTGAGE,3,HOMEIMPROVEMENT,A,5600,5.42,0,0.14,N,4
23,39000,MORTGAGE,3,EDUCATION,C,5000,12.98,0,0.13,N,4
26,39000,MORTGAGE,10,VENTURE,A,9500,6.91,0,0.24,N,3
25,39000,MORTGAGE,9,MEDICAL,A,4500,6.54,0,0.12,N,4
26,33000,MORTGAGE,0,HOMEIMPROVEMENT,C,9000,13.72,1,0.27,N,2
25,39000,MORTGAGE,6,DEBTCONSOLIDATION,A,6000,7.51,0,0.15,N,2
22,40000,RENT,1,EDUCATION,B,4000,12.69,0,0.1,N,3
23,40000,RENT,3,EDUCATION,C,4000,13.8,0,0.1,Y,3
24,40000,RENT,3,DEBTCONSOLIDATION,A,4000,5.42,0,0.1,N,2
25,34000,RENT,,HOMEIMPROVEMENT,A,4000,,1,0.12,N,2
23,39000,MORTGAGE,8,EDUCATION,A,10000,7.51,0,0.26,N,2
22,39000,MORTGAGE,6,PERSONAL,A,10750,,0,0.28,N,3
21,33000,MORTGAGE,2,HOMEIMPROVEMENT,A,3250,7.14,1,0.1,N,3
22,40000,RENT,2,EDUCATION,A,4000,,0,0.1,N,2
21,40000,RENT,3,EDUCATION,A,4000,7.51,0,0.1,N,2
22,40000,RENT,2,PERSONAL,B,4000,11.49,0,0.1,N,4
22,40000,RENT,0,PERSONAL,A,4000,7.43,0,0.1,N,4
26,40200,RENT,1,EDUCATION,A,4000,6.76,0,0.1,N,4
23,35000,RENT,2,HOMEIMPROVEMENT,B,4000,12.18,1,0.11,N,4
23,39000,MORTGAGE,0,VENTURE,C,3000,12.53,0,0.08,Y,4
23,41004,RENT,1,MEDICAL,A,4000,7.68,0,0.1,N,4
24,41160,RENT,2,MEDICAL,A,4000,,0,0.1,N,4
24,35200,RENT,1,MEDICAL,D,4000,16,1,0.11,Y,3
21,42000,RENT,4,EDUCATION,B,4000,12.42,0,0.1,N,3
23,42000,RENT,0,VENTURE,B,4000,10.59,0,0.1,N,2
26,33000,MORTGAGE,1,DEBTCONSOLIDATION,C,12000,10.91,1,0.36,Y,3
21,36000,RENT,5,HOMEIMPROVEMENT,C,4000,12.99,1,0.11,N,4
23,36000,RENT,7,MEDICAL,B,4000,10.99,1,0.11,N,4
23,39120,OWN,4,MEDICAL,B,7000,11.71,0,0.18,N,3
22,39124,OWN,6,VENTURE,A,5000,7.74,0,0.13,N,4
25,33168,MORTGAGE,9,PERSONAL,C,6000,15.96,1,0.18,N,4
26,33192,MORTGAGE,,PERSONAL,B,3000,12.69,1,0.09,N,4
26,36000,RENT,2,PERSONAL,D,4000,14.54,1,0.11,N,2
22,42000,RENT,4,VENTURE,D,4000,14.09,0,0.1,N,4
22,42000,RENT,3,MEDICAL,B,4000,8.88,0,0.1,N,4
23,39216,MORTGAGE,5,VENTURE,C,10000,13.49,0,0.25,N,3
23,42000,RENT,2,VENTURE,A,4000,5.79,0,0.1,N,4
22,39300,MORTGAGE,6,MEDICAL,B,7000,9.62,0,0.18,N,4
22,39300,MORTGAGE,5,EDUCATION,D,5325,14.59,0,0.14,Y,3
22,42000,RENT,0,VENTURE,C,4000,13.22,0,0.1,N,3
25,42500,RENT,0,MEDICAL,C,4000,12.99,0,0.09,N,3
22,42996,RENT,3,EDUCATION,C,4000,,0,0.09,N,4
22,39396,MORTGAGE,1,EDUCATION,A,5000,6.62,0,0.13,N,4
24,43000,RENT,8,VENTURE,B,4000,12.69,0,0.09,N,2
24,39456,OWN,8,PERSONAL,A,1325,6.62,0,0.03,N,2
23,39456,OWN,7,EDUCATION,A,14000,7.29,0,0.35,N,3
25,43000,RENT,9,MEDICAL,C,4000,12.99,0,0.09,N,4
26,39600,RENT,3,EDUCATION,A,4000,5.79,1,0.1,N,4
25,45600,RENT,2,MEDICAL,A,4000,6.54,0,0.09,N,3
23,39500,MORTGAGE,3,DEBTCONSOLIDATION,C,10000,14.22,0,0.25,Y,2
22,41000,RENT,7,PERSONAL,A,4000,7.51,1,0.1,N,3
23,47000,RENT,3,DEBTCONSOLIDATION,A,4000,,0,0.09,N,4
25,41000,RENT,1,PERSONAL,D,4000,14.84,1,0.1,Y,4
22,47004,RENT,2,PERSONAL,A,4000,,0,0.09,N,3
23,47004,RENT,3,EDUCATION,C,4000,12.53,0,0.09,Y,4
24,47088,RENT,8,DEBTCONSOLIDATION,A,4000,6.62,0,0.08,N,4
22,48000,RENT,6,EDUCATION,B,4000,9.91,0,0.08,N,3
22,48000,RENT,3,EDUCATION,A,4000,,0,0.08,N,4
21,39600,OWN,5,PERSONAL,A,3500,6.62,0,0.09,N,3
26,48000,RENT,3,VENTURE,A,4000,5.79,0,0.08,N,2
25,48000,RENT,0,VENTURE,A,4000,7.29,0,0.08,N,4
25,39600,MORTGAGE,5,HOMEIMPROVEMENT,B,4800,12.42,0,0.12,N,4
24,42000,RENT,8,HOMEIMPROVEMENT,B,4000,11.86,1,0.1,N,2
24,42000,RENT,2,HOMEIMPROVEMENT,C,4000,12.73,1,0.1,Y,3
25,39600,MORTGAGE,9,PERSONAL,B,5000,8.88,0,0.13,N,3
23,39600,MORTGAGE,7,MEDICAL,A,6000,7.88,0,0.15,N,3
23,39600,MORTGAGE,8,EDUCATION,A,8250,9.32,0,0.21,N,2
26,33660,MORTGAGE,0,DEBTCONSOLIDATION,A,4500,5.99,1,0.13,N,2
24,44000,RENT,1,DEBTCONSOLIDATION,D,4000,17.58,1,0.09,N,2
24,50000,RENT,1,HOMEIMPROVEMENT,A,4000,5.42,0,0.08,N,2
26,39672,MORTGAGE,10,PERSONAL,D,11500,15.7,0,0.29,N,4
23,39689,OWN,1,VENTURE,C,13000,13.57,0,0.33,Y,2
23,39700,MORTGAGE,8,EDUCATION,A,8400,7.51,0,0.21,N,4
24,50000,RENT,6,PERSONAL,A,4000,7.66,0,0.08,N,4
24,50000,RENT,0,PERSONAL,A,4000,,0,0.08,N,4
25,50000,RENT,2,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,N,2
23,50000,RENT,1,MEDICAL,A,4000,5.42,0,0.08,N,2
23,39800,MORTGAGE,5,MEDICAL,B,9750,10.99,0,0.24,N,3
24,39828,OWN,,MEDICAL,B,3000,8.88,0,0.08,N,4
21,39828,OWN,,PERSONAL,B,15000,10.99,0,0.38,N,3
25,50000,RENT,6,MEDICAL,A,4000,6.92,0,0.08,N,4
23,50000,RENT,3,EDUCATION,C,4000,12.61,0,0.08,Y,2
24,50000,RENT,1,VENTURE,A,4000,7.88,0,0.08,N,3
22,39875,MORTGAGE,5,VENTURE,B,10000,,0,0.25,N,3
23,50000,RENT,4,VENTURE,D,4000,14.96,0,0.08,N,3
22,50000,RENT,7,MEDICAL,A,4000,7.4,0,0.08,N,2
25,50000,RENT,3,EDUCATION,D,4000,14.61,0,0.08,N,2
22,50004,RENT,2,DEBTCONSOLIDATION,A,4000,6.92,0,0.08,N,2
24,50004,RENT,5,EDUCATION,A,4000,7.88,0,0.08,N,2
22,44582,RENT,6,HOMEIMPROVEMENT,A,4000,5.99,1,0.09,N,4
26,39990,MORTGAGE,3,HOMEIMPROVEMENT,C,2400,14.27,0,0.06,Y,2
21,50808,RENT,2,EDUCATION,A,4000,6.17,0,0.08,N,4
22,39996,MORTGAGE,7,MEDICAL,B,6000,12.42,0,0.15,N,4
24,39996,MORTGAGE,1,PERSONAL,B,3000,9.91,0,0.08,N,4
23,50952,RENT,0,EDUCATION,C,4000,11.54,0,0.08,Y,4
24,45000,RENT,0,DEBTCONSOLIDATION,D,4000,15.99,1,0.09,N,4
23,51600,RENT,6,PERSONAL,B,4000,9.91,0,0.08,N,3
24,39996,MORTGAGE,4,EDUCATION,C,5000,14.82,0,0.13,Y,3
23,45630,RENT,0,DEBTCONSOLIDATION,E,4000,19.29,1,0.09,Y,3
23,51996,RENT,7,DEBTCONSOLIDATION,C,4000,13.98,0,0.08,Y,2
24,52000,RENT,3,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,N,3
23,39996,OWN,1,MEDICAL,B,11000,9.63,0,0.28,N,3
24,52000,RENT,3,MEDICAL,B,4000,9.88,0,0.08,N,2
25,46392,RENT,9,DEBTCONSOLIDATION,D,4000,16.32,1,0.09,Y,3
26,52800,RENT,1,PERSONAL,A,4000,,0,0.08,N,3
22,53285,RENT,0,EDUCATION,A,4000,7.9,0,0.08,N,4
24,53636,RENT,8,EDUCATION,B,4000,10.62,0,0.07,N,2
23,48000,RENT,8,PERSONAL,B,4000,10.37,1,0.08,N,3
25,54000,RENT,2,EDUCATION,B,4000,11.89,0,0.07,N,2
26,54996,RENT,0,PERSONAL,A,4000,7.51,0,0.07,N,4
22,39996,OWN,5,EDUCATION,C,3500,,0,0.09,N,2
23,55000,RENT,8,MEDICAL,B,4000,10.99,0,0.07,N,2
26,55000,RENT,0,EDUCATION,A,4000,6.92,0,0.07,N,4
21,55000,RENT,5,DEBTCONSOLIDATION,C,4000,13.35,0,0.07,Y,2
23,55000,RENT,5,PERSONAL,B,4000,11.86,0,0.07,N,4
23,55000,RENT,4,MEDICAL,B,4000,12.53,0,0.07,N,2
24,55000,RENT,0,EDUCATION,B,4000,11.26,0,0.07,N,4
23,56000,RENT,7,VENTURE,C,4000,15.23,0,0.07,Y,4
23,39996,MORTGAGE,5,EDUCATION,A,10000,7.51,0,0.25,N,3
21,57000,RENT,6,EDUCATION,A,4000,7.49,0,0.07,N,4
21,39996,MORTGAGE,5,PERSONAL,B,8000,10.25,0,0.2,N,4
22,57000,RENT,6,VENTURE,B,4000,,0,0.07,N,2
23,57500,RENT,1,VENTURE,B,4000,8.88,0,0.07,N,2
23,39996,MORTGAGE,3,EDUCATION,A,3600,7.51,0,0.09,N,4
21,39996,MORTGAGE,6,EDUCATION,C,13000,13.48,0,0.33,N,2
23,57600,RENT,1,DEBTCONSOLIDATION,A,4000,7.75,0,0.07,N,2
26,39996,OWN,10,VENTURE,C,7000,13.57,0,0.18,Y,3
23,58000,RENT,1,VENTURE,B,4000,10.74,0,0.07,N,2
22,58000,RENT,5,EDUCATION,B,4000,10,0,0.07,N,4
23,58320,RENT,4,MEDICAL,B,4000,10.37,0,0.07,N,2
22,39996,MORTGAGE,6,DEBTCONSOLIDATION,A,6000,8,0,0.15,N,3
26,52800,RENT,4,PERSONAL,B,4000,9.99,1,0.08,N,3
25,39996,MORTGAGE,7,VENTURE,B,3200,,0,0.08,N,4
22,60000,RENT,6,EDUCATION,A,4000,7.51,0,0.07,N,3
23,60000,RENT,7,EDUCATION,D,4000,15.33,0,0.07,Y,2
23,60000,RENT,1,EDUCATION,B,4000,11.83,0,0.07,N,3
26,54000,RENT,0,MEDICAL,C,4000,13.47,1,0.07,N,2
22,60000,RENT,6,PERSONAL,B,4000,12.21,0,0.07,N,3
24,39996,MORTGAGE,8,DEBTCONSOLIDATION,C,7500,12.22,0,0.19,N,4
26,62000,RENT,1,EDUCATION,C,4000,13.06,0,0.06,Y,2
26,39996,MORTGAGE,10,VENTURE,A,6500,8.32,0,0.16,N,3
23,62000,RENT,3,PERSONAL,C,4000,10.59,0,0.06,Y,3
24,56400,RENT,0,EDUCATION,E,4000,14.75,1,0.07,Y,2
25,62500,RENT,9,EDUCATION,A,4000,8.9,0,0.06,N,3
25,62500,RENT,6,DEBTCONSOLIDATION,B,4000,10.37,0,0.06,N,3
21,63000,RENT,0,EDUCATION,B,4000,11.49,0,0.06,N,3
22,63000,RENT,5,EDUCATION,B,4000,,0,0.06,N,4
23,63500,RENT,0,EDUCATION,C,4000,,0,0.06,N,4
22,40000,MORTGAGE,6,PERSONAL,B,14400,12.69,0,0.36,N,3
22,40000,MORTGAGE,6,MEDICAL,A,9875,7.9,0,0.25,N,4
24,65000,RENT,0,DEBTCONSOLIDATION,A,4000,7.51,0,0.06,N,3
25,65000,RENT,3,PERSONAL,A,4000,6.62,0,0.06,N,2
26,40000,MORTGAGE,10,HOMEIMPROVEMENT,C,12000,13.49,0,0.3,N,2
24,65000,RENT,1,MEDICAL,A,4000,5.42,0,0.06,N,2
23,65000,RENT,1,PERSONAL,A,4000,7.49,0,0.06,N,4
25,65499,RENT,9,VENTURE,C,4000,12.23,0,0.06,N,4
23,40000,MORTGAGE,5,EDUCATION,B,18000,9.91,0,0.45,N,2
23,61000,RENT,2,DEBTCONSOLIDATION,D,4000,16,1,0.07,Y,4
24,67200,RENT,5,HOMEIMPROVEMENT,D,4000,,0,0.06,Y,2
23,67450,RENT,8,EDUCATION,A,4000,6.76,0,0.06,N,3
22,40000,MORTGAGE,5,DEBTCONSOLIDATION,C,12000,13.49,0,0.3,N,2
25,68000,RENT,0,VENTURE,A,4000,6.76,0,0.06,N,2
22,63000,RENT,6,HOMEIMPROVEMENT,B,4000,11.12,1,0.06,N,2
23,69360,RENT,5,DEBTCONSOLIDATION,A,4000,7.74,0,0.06,N,3
23,63996,RENT,2,HOMEIMPROVEMENT,D,4000,,1,0.06,Y,2
21,70000,RENT,5,EDUCATION,A,4000,7.9,0,0.06,N,2
26,70000,RENT,4,DEBTCONSOLIDATION,A,4000,5.99,0,0.06,N,4
24,70000,RENT,8,VENTURE,C,4000,13.49,0,0.06,Y,4
23,40000,MORTGAGE,0,DEBTCONSOLIDATION,B,6000,10.65,0,0.15,N,4
26,70000,RENT,4,VENTURE,C,4000,13.06,0,0.06,Y,4
26,70000,RENT,5,PERSONAL,C,4000,13.85,0,0.06,N,4
23,34000,MORTGAGE,3,VENTURE,C,12000,14.27,1,0.35,N,4
25,40000,MORTGAGE,9,DEBTCONSOLIDATION,C,7100,,0,0.18,N,2
24,72000,RENT,4,DEBTCONSOLIDATION,A,4000,7.88,0,0.06,N,3
25,75000,RENT,4,PERSONAL,B,4000,11.49,0,0.05,N,2
22,40000,MORTGAGE,6,MEDICAL,A,5000,6.03,0,0.13,N,2
22,34000,MORTGAGE,6,MEDICAL,B,4500,11.71,1,0.13,N,2
25,40000,MORTGAGE,7,EDUCATION,A,2100,6.03,0,0.05,N,2
23,40000,MORTGAGE,7,VENTURE,A,5000,6.62,0,0.13,N,4
24,40000,MORTGAGE,1,MEDICAL,B,7500,12.42,0,0.19,N,4
23,40000,MORTGAGE,4,PERSONAL,B,6000,,0,0.15,N,2
22,77250,RENT,3,PERSONAL,B,4000,11.71,0,0.05,N,3
22,78972,RENT,5,MEDICAL,C,4000,,0,0.05,Y,2
24,40000,MORTGAGE,6,EDUCATION,B,5400,12.42,0,0.14,N,3
25,80000,RENT,2,DEBTCONSOLIDATION,B,4000,10.59,0,0.05,N,3
22,40000,MORTGAGE,2,EDUCATION,A,10000,6.03,0,0.25,N,3
23,80000,RENT,3,EDUCATION,D,4000,14.46,0,0.05,Y,4
22,80000,RENT,6,EDUCATION,B,4000,11.12,0,0.05,N,4
22,40000,MORTGAGE,3,MEDICAL,B,6700,10.65,0,0.17,N,4
24,81996,RENT,1,DEBTCONSOLIDATION,C,4000,12.53,0,0.05,N,4
26,82000,RENT,2,EDUCATION,C,4000,13.48,0,0.05,N,2
26,34000,MORTGAGE,5,EDUCATION,B,5500,10.65,1,0.16,N,3
23,92000,RENT,2,EDUCATION,A,4000,5.42,0,0.04,N,2
24,93000,RENT,8,MEDICAL,A,4000,5.42,0,0.04,N,2
24,95000,RENT,0,EDUCATION,A,4000,7.9,0,0.04,N,4
23,95000,RENT,7,EDUCATION,B,4000,11.49,0,0.04,N,3
23,40000,OWN,1,VENTURE,B,15000,12.42,0,0.38,N,4
24,40000,MORTGAGE,3,EDUCATION,B,6400,9.91,0,0.16,N,4
26,98000,RENT,3,VENTURE,A,4000,9.32,0,0.04,N,2
